gene	PAPmneg1	PAPmneg2	PAPmpos1	PAPmpos2	SCCmneg1	SCCmneg2	SCCmpos1	SCCmpos2
Vmn2r-ps125	0	0	0	0	0	0	0	0
Vmn2r-ps126	0	0	0	0	0	0	0	0
Vmn2r-ps127	0	0	0	0	0	0	0	0
Vmn2r-ps128	0	0	0	0	0	0	0	0
Vmn2r-ps129	0	0	0	0	0	0	0	0
Vmn2r-ps13	0	0	0	0	0	0	0	0
Vmn2r-ps130	0	0	0	0	0	0	0	0
Vmn2r-ps131	0	0	0	0	0	0	0	0
Vmn2r-ps132	0	0	0	0	0	0	0	0
Vmn2r-ps133	0	0	0	0	0	0	0	0
Vmn2r-ps134	0	0	0	0	0	0	0	0
Vmn2r-ps139	0	0	0	0	2	0	0	0
Vmn2r-ps149	0	0	0	0	0	0	0	0
Vmn2r-ps15	0	0	0	0	0	0	0	0
Vmn2r-ps159	0	0	0	0	13.85	0	9.163	0
Vmn2r-ps16	0	0	0	0	0	0	0	0
Vmn2r-ps17	0	0	0	2	0	0	0	0
Vmn2r-ps18	0	0	0	0	0	0	0	0
Vmn2r-ps19	0	0	0	0	0	0	0	0
Vmn2r-ps2	0	0	0	0	0	0	0	0
Vmn2r-ps20	0	0	0	0	0	0	0	0
Vmn2r-ps21	0	0	0	0	0	0	1	0
Vmn2r-ps23	0	0	0	0	0	0	0	0
Vmn2r-ps24	0	0	0	0	0	0	0	0
Vmn2r-ps25	0	0	0	0	0	0	0	0
Vmn2r-ps26	0	0	0	0	0	0	0	0
Vmn2r-ps3	0	0	0	0	5.905	1	2	0
Vmn2r-ps31	0	0	0	0	0	0	0	0
Vmn2r-ps32	0	0	0	0	0	0	0	0
Vmn2r-ps33	0	0	0	0	0	0	0	0
Vmn2r-ps34	0	0	0	0	0	0	0	0
Vmn2r-ps35	0	0	0	0	0	0	0	0
Vmn2r-ps36	0	0	0	0	0	0	0	0
Vmn2r-ps37	0	0	0	0	0	0	0	0
Vmn2r-ps38	0	0	0	0	0	0	0	0
Vmn2r-ps4	0	0	0	0	0	0	0	0
Vmn2r-ps40	0	0	0	0	0	0	0	0
Vmn2r-ps41	0	0	2.065	0	0	0	0	0
Vmn2r-ps42	0	0	0	0	0	0	0	0
Vmn2r-ps43	0	0	0	0	0	0	0	0
Vmn2r-ps44	0	0	0	0	0	0	0	0
Vmn2r-ps45	0	0	0	0	0	0	0	0
Vmn2r-ps46	0	0	0	0	2	0	0	0
Vmn2r-ps47	0	0	0	0	0	0	0	0
Vmn2r-ps49	0	0	0	0	0	0	0	0
Vmn2r-ps5	0	0	0	0	0	0	0	0
Vmn2r-ps51	0	0	0	0	0	0	0	0
Vmn2r-ps52	0	0	0	0	0	0	0	0
Vmn2r-ps53	0	0	0	0	0	0	0	0
Vmn2r-ps54	0	0	0	0	0	0	0	0
Vmn2r-ps55	0	0	0	0	0	0	0	0
Vmn2r-ps56	0	0	0	0	0	0	0	0
Vmn2r-ps57	0	0	0	0	0	0	0	0
Vmn2r-ps58	0	0	0	0	0	0	0	0
Vmn2r-ps59	0	0	0	0	0	0	0	0
Vmn2r-ps6	0	0	0	0	0	0	0	0
Vmn2r-ps60	0	0	0	0	0	0	0	0
Vmn2r-ps61	0	0	0	0	0	0	0	0
Vmn2r-ps62	0	0	1	0	0	0	0	0
Vmn2r-ps64	0	0	0	0	0	0	0	0
Vmn2r-ps65	0	0	0	0	0	0	0	0
Vmn2r-ps66	0	0	0	0	0	0	0	0
Vmn2r-ps67	0	0	0	0	0	0	0	0
Vmn2r-ps68	0	0	0	0	0	0	0	0
Vmn2r-ps69	0	0	0	0	0	0	0	0
Vmn2r-ps7	0	0	0	0	0	0	0	0
Vmn2r-ps70	0	0	0	0	0	0	0	0
Vmn2r-ps72	0	0	0	0	0	0	0	0
Vmn2r-ps73	0	0	0	0	0	0	0	0
Vmn2r-ps75	0	0	0	0	0	0	0	0
Vmn2r-ps76	0	0	0	0	0	0	0	0
Vmn2r-ps77	0	0	0	0	0	0	0	0
Vmn2r-ps78	0	0	0	0	0	0	0	0
Vmn2r-ps79	0	0	0	0	0	0	0	0
Vmn2r-ps8	0	0	0	0	0	0	0	0
Vmn2r-ps80	0	0	0	0	0	0	0	0
Vmn2r-ps81	0	0	0	0	0	0	0	0
Vmn2r-ps82	0	0	0	0	0	0	0	0
Vmn2r-ps83	0	0	0	0	0	0	0	0
Vmn2r-ps84	0	0	0	0	0	0	0	0
Vmn2r-ps85	0	0	0	0	0	0	0	0
Vmn2r-ps86	0	0	0	0	0	0	0	0
Vmn2r-ps87	0	0	0	0	0	0	0	0
Vmn2r-ps88	0	0	0	0	0	1	1	1
Vmn2r-ps89	0	0	0	0	0	0	0	0
Vmn2r-ps9	0	0	0	0	0	0	0	0
Vmn2r-ps91	0	0	0	0	0	0	0	0
Vmn2r-ps92	0	0	0	0	0	0	0	0
Vmn2r-ps94	0	0	0	0	0	0	0	0
Vmn2r-ps95	0	0	0	0	0	0	0	0
Vmn2r-ps96	0	0	0	0	0	0	0	0
Vmn2r-ps97	0	0	0	0	0	0	0	0
Vmn2r-ps99	0	0	0	0	0	0	0	0
Vmn2r1	10.105	0	2.296	0	4.515	4.304	14.05	0
Vmn2r10	0	0	1	0	0	3	1	0
Vmn2r100	0	0	0	0	0	0	0	0
Vmn2r101	0	0	0	0	0	0	0	0
Vmn2r102	1	0	1	0	2	1.001	0	1
Vmn2r103	0	0	0	0	0	0	0	0
Vmn2r104	0	0	0	0	0	0	0	0
Vmn2r105	0	0	0	0	0	0	0	0
Vmn2r106	0	0	0	0	0	0	0	0
Vmn2r107	0	0	0	0	0	0	0	0
Vmn2r108	0	0	0	0	0	0	0	0
Vmn2r109	0	0	0	0	0	0	0	0
Vmn2r11	0	0	0	0	1.243	0	0	1.005
Vmn2r110	0	0	0	0	0	0	0	0
Vmn2r111	0	0	0	0	0	0	0	0
Vmn2r112	0	0	0	0	0	0	0	0
Vmn2r113	0	0	0	0	0	0	0	0
Vmn2r114	8.571	6.133	12.913	0	1	1.017	1.002	0
Vmn2r115	0	0	0	0	0	0	0	0
Vmn2r116	0	0	0	0	0	0	0	0
Vmn2r117	0	1	1	0	1.076	1	1	2
Vmn2r118	0	0	0	0	0	0	0	0
Vmn2r12	0	0	0	0	0	0	0	0
Vmn2r120	0	0	0	0	0	0	0	0
Vmn2r121	0	0	0	0	0	0	0	0
Vmn2r124	0	0	0	0	0	0	0	0
Vmn2r125	0	0	0	0	8.19	0	3.837	0
Vmn2r13	5	5	0	2	2.757	3	8	2
Vmn2r14	0	0	0	0	0	0	0	0
Vmn2r15	0	0	0	0	0	0	0	0
Vmn2r16	0	0	0	0	0	0	0	0
Vmn2r17	0	0	0	0	0	0	0	0
Vmn2r18	0	0	0	0	0	0	1	0
Vmn2r19	0	0	0	0	0	0	0	0
Vmn2r2	0	0	0	0	0	0	1.176	0
Vmn2r20	4	5.011	1.138	1.356	1.274	3.196	4.063	3.203
Vmn2r21	0	0	0	0	0	0	0	0
Vmn2r22	0	0	0	0	0	0	0	0
Vmn2r23	0	0	0	0	0	0	0	0
Vmn2r24	0	0	0	0	0	0	0	0
Vmn2r25	0	0	0	0	0	0	0	0
Vmn2r26	0	0	2	0	0	0	0	2
Vmn2r27	0	0	0	0	0	0	0	0
Vmn2r28	0	0	0	0	0	0	0	0
Vmn2r29	0	0	0	0	0	0	1.026	1.378
Vmn2r3	0	0	0	0	0	0	2.542	0
Vmn2r30	0	0	0	0	0	0	0	0
Vmn2r31	0	0	4.083	0	1.169	0	0	1.036
Vmn2r32	0	0	0	0	0	0	0	0
Vmn2r33	0	0	0	0	0	0	0	0
Vmn2r34	3.063	0	0	0	0	0	0	0
Vmn2r35	0	0	0	0	0	0	0	0
Vmn2r36	0	0	0	0	0	0	0	0
Vmn2r37	0	0	0	0	0	0	0	0
Vmn2r38	0	0	0	0	0	0	0	0
Vmn2r39	0	0	0	0	0.951	0	0	0
Vmn2r4	1.083	0	1.268	0	0	0	0	0
Vmn2r40	0	0	0	0	0	0	0	0
Vmn2r41	0	0	0	0	0	0	0	0
Vmn2r42	0	0	0	0	0	0	0	0
Vmn2r43	0	0	0	0	0	0	0	0
Vmn2r44	0	0	0	1.032	0	0	0	0
Vmn2r45	0	0	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0	0	0
Vmn2r47	0	0	0	0	0	0	0	0
Vmn2r48	0	0	0	0	0	0	0	0
Vmn2r49	0	0	0	0	0	0	0	0
Vmn2r5	0	0	0	0	0	0	0	0
Vmn2r50	0	0	0	0	0	0	0	0
Vmn2r51	0	0	0	0	0	0	0	0
Vmn2r52	0	0	0	0	0	0	0	0
Vmn2r53	0	0	0	0	0	0	0	0
Vmn2r54	0	0	0	0	0	0	0	0
Vmn2r55	0	0	0	0	0	0	0	0
Vmn2r56	0	0	0	0	0	0	0	0
Vmn2r57	0	0	0	0	0	0	0	0
Vmn2r58	0	0	0	0	0	0	0	0
Vmn2r59	0	0	0	0	0	0	0	0
Vmn2r6	0	3	0	2	4.942	2	2	0
Vmn2r60	0	0	0	0	0	0	0	0
Vmn2r61	0	0	0	0	0	0	0	0
Vmn2r62	0	0	0	0	0	0	0	0
Vmn2r63	0	0	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0	0	0
Vmn2r67	0	0	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0	0	0
Vmn2r7	0	0	0	0	2.153	0	0	1.011
Vmn2r70	0	0	0	0	0	0	0	0
Vmn2r71	0	0	0	0	2	0	0	0
Vmn2r72	0	0	0	0	0	0	0	0
Vmn2r73	0	0	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0	0	0
Vmn2r75	0	0	1.056	0	2	0	0	0
Vmn2r76	0	0	0	0	0	0	0	0
Vmn2r77	0	0	0	0	0	0	0	0
Vmn2r78	2	0	0	2.487	0	0	0	0
Vmn2r79	0	0	0	0	0	0	0	0
Vmn2r8	0	0	0	0	0	0	0	0
Vmn2r80	0	0	0	0	0	0	0	0
Vmn2r81	0	0	0	0	0	0	0	0
Vmn2r82	0	0	0	0	0	0	0	0
Vmn2r83	0	0	0	0	0	0	0	0
Vmn2r84	0	0	0	0	0	0	0	0
Vmn2r85	0	0	0	0	0	0	0	0
Vmn2r86	0	0	0	0	0	0	2.003	0
Vmn2r87	0	0	0	0	0	0	0	0
Vmn2r88	0	0	0	0	3.495	0	1	0
Vmn2r89	2	0	0	0	1.014	2	3	0
Vmn2r9	0	0	0	0	0	0	0	0
Vmn2r90	0	0	0	0	0	0	0	0
Vmn2r91	0	0	0	0	0	0	0	0
Vmn2r92	2.315	1.076	10.148	1.176	0	7.026	10.941	5.042
Vmn2r93	0	0	0	0	0	0	0	0
Vmn2r94	0	0	0	0	0	0	0	0
Vmn2r95	0	0	0	0	0	0	0	0
Vmn2r96	0	0	1	0	0	0	0	0
Vmn2r97	0	0	0	0	0	0	0	0
Vmn2r98	0	0	0	0	0	0	0	0
Vmn2r99	0	0	2.098	3	0	0	1	1
Vmo1	0	0	1	0	1	0	0	0
Vmp1	3830.999	3671	6890.999	5469	3926	4279	4993	5284.001
Vnn1	37	23	46	67	9	14	21	27
Vnn3	0	0	0	0	1	0	4	0
Vopp1	1570	1213.003	1563.005	1668.01	1676	1766.999	2630.002	2232.001
Vpreb1	1.81	0	3.64	6.814	7.965	7	4.838	9.109
Vpreb2	0	0	0	0	0	0	0	0
Vpreb3	0	2	0	1	1	0	1	2
Vps11	1603	1361	1532	1587	2841	1633	3575	1989
Vps13a	928	556.768	1283.43	1175.999	521.908	988.935	910	1549.999
Vps13b	1021.749	823.835	1110.083	1363.599	675.565	1041.069	1538.785	1424.493
Vps13c	403	348	344.999	668	156	561.999	640	790.001
Vps13d	1419.001	1488	1455	2057.999	1115.999	1864.157	2205	2197.001
Vps16	1299.41	1158.496	1387.717	1207.937	1660.09	1501.064	1773.247	1742.743
Vps18	693	622	731	802	498	778	809.999	1036
Vps25	2021.889	1686.004	2211.524	1548.812	2302.454	2065.313	2571.687	2284.735
Vps26a	2656	1848	3577	2482	2317	3298	3539	3970
Vps26b	2921	2682	3091	2911	2988	3287	4166	3639
Vps29	1904.245	1793.979	2760.004	1668.893	2061.594	2378.612	2169.608	2719.136
Vps33a	1680	1297	1671.999	1445	1704	1597.001	2127	1882
Vps33b	845.995	664.997	1000.969	742.991	703.977	763.98	1006.02	999.007
Vps35	6371.02	4298.002	10014.102	5702.135	4605.032	7237.025	7020.08	8605.003
Vps36	3185	2075	4129	2336	2634	2990	3359	3631
Vps37a	875.468	451.545	976.139	743.193	527.631	694.26	1073.898	865.448
Vps37b	2072.712	2590.596	2263.141	3165.088	2066.867	3437.468	2730.678	5105.546
Vps37c	589.415	667.272	553.237	531.067	928.972	852	1116.116	620.942
Vps37d	35	20	39	28	89	33	114	25
Vps39	766.053	568	897.038	687	770.046	902.001	998.001	1082.999
Vps41	2286	1400.999	3197	2315	1530	2083.999	2579	3100
Vps45	507.001	489	742.001	566	461	708.001	591	897
Vps4a	1311.113	1272.542	1544.261	1237.846	1818.383	1743.796	2144.94	1895.854
Vps4b	4394.749	2826.045	5293.538	3889.423	2970.954	4068.136	5369.28	5357.194
Vps50	1137	830	2027	1294.001	856.001	1291.023	1311.036	1765.275
Vps51	1158.478	1060.599	1194.811	1169.326	1622.405	1214.401	1802.005	1503.735
Vps52	2038.197	1763.53	1980.954	1856.068	2118.645	2413.65	2354.678	2832.066
Vps53	2336	1668	2678.029	2355.981	2161	2362.66	3005	3302.001
Vps54	1706	1116	1924.999	1710.001	1696.001	1869	2864	2453
Vps72	1449.478	1530.961	1316.943	1282.537	2144.997	1792.957	2347.961	1860.961
Vps8	640.372	533	658.001	593.999	483.999	663.498	758	852.001
Vps9d1	406	372.001	313.244	413.204	513.999	368.065	669.124	433.998
Vrk1	1608.001	1036	1831	1040	1607	1675	1641	1756.001
Vrk2	730.511	468.132	752.294	410.212	666.516	688.85	708.351	659.065
Vrk3	563	678.306	607.144	767	918	848.056	1046	1065.999
Vrtn	0	0	0	0	0	0	0	0
Vsig1	0	0	0	0	0	0	0	0
Vsig10	435.989	470	414.761	543.976	298.874	580.993	341.999	620
Vsig10l	227.196	81	262	233.512	75.676	118.314	133	164
Vsig2	5	0	1	5	5	9	1	3
Vsig4	0	0	0	0	1	2	1	2
Vsig8	51	68	112	70	43	51	39	69
Vsir	175	166	135	101	519	116	354.001	95
Vsnl1	1878	1433	2298	1615	1034	2157	1579	2761
Vstm2a	4	2	4	0	5	1	6	1
Vstm2b	22	37	0	0	31	1	3	0
Vstm2l	0	0	0	0	0	0	0	0
Vstm4	5	17	10	9	86	13	36	6
Vstm5	130	75	222	100	161	188	173	186
Vsx1	0	0	0	0	0	0	0	0
Vsx2	0	0	0	0	0	0	0	0
Vta1	1420.001	1046.828	1760.463	1450.913	1448	1897	1836.572	2436.853
Vtcn1	7	3	5	11	8	4	7	9
Vti1a	1227	914.001	1282	1091	1756.011	1138	2252.001	1303.007
Vti1b	1958	1639	3037.987	1872.979	2073.221	2834.845	2464.45	3220.999
Vtn	5	0	1	4	13	1	6	4
Vwa1	2300	4270.886	2609	4873	3049	6807.993	4518	7031.998
Vwa2	824	1267	1006	1815	1238	1967	1974	2973
Vwa3a	0	0	0	4	6	2	7	3
Vwa3b	1	0	0	3	2	0	2	0
Vwa5a	1894.999	1957	2241.999	2088.997	2003.001	1826	3162.999	2190
Vwa5b1	1	0	0	0	0	0	0	0
Vwa5b2	2	0	2	6.042	2	1	2.666	0
Vwa7	51.367	54.936	32	64.725	19	35.995	62.499	90.42
Vwa8	480.004	423.008	435.003	755.01	502.002	679	887.991	798.039
Vwc2	0	0	0	0	6	0	0	0
Vwc2l	0	0	0	0	0	0	0	0
Vwce	2	0	2.787	3.288	5	2.209	1	9.713
Vwde	0	0	0	0	0	0	0	0
Vwf	692.999	98	76	563	309	517	116	388
Wac	2848.783	2281.009	3552.359	3097.84	2488.23	3520.999	3984.361	3960.532
Wap	0	0	0	0	1	0	0	0
Wapl	3545	2053.999	4337	3602.999	2229.999	3658.999	4210.999	4709.001
Wars	2488.001	2430.001	2533	2467.999	2252	3188.999	2593	3651
Wars2	282	228.001	296.884	344.707	291	363.853	430.87	485
Was	18	16.412	34	27.105	37	13	38.054	11.138
Wasf1	115	148	124	151	153	191	164	187
Wasf2	3984	3793	2757	4265	4508	5070.999	6693	6105.999
Wasf3	0	0	0	0	3	4	4	0
Washc1	846.557	901.489	879.361	879.174	1448.104	1009.476	1666.8	1182.925
Washc2	1770.146	1205.025	1974.415	1640.008	1614.097	1594.257	2847.687	1978.23
Washc3	966	836.001	1396.999	837	1106.999	1044	1211	1140
Washc4	1446.22	790.443	2624.833	1759.188	555.925	1518.679	1310.232	2559.968
Washc5	1873	1493	2187	2017	1407	2281	2471	2903
Wasl	1767	1584.001	1712.999	1993	1737	2148	2809	2829
Wbp1	668.999	818	919.001	748	885.001	877	1100.999	999
Wbp11	3770.803	3117.953	2760.847	2919.014	3462.967	4273.973	4413.239	4900.909
Wbp1l	5011.571	4828	5147.811	6398.988	5892.548	6962.802	9271.852	9830.555
Wbp2	1883.999	1752	1502	2114.001	2013	2332.999	2401	3262.001
Wbp2nl	0	0	0	0	0	0	0	0
Wbp4	1294.398	999.063	1583.635	1322.657	1156.435	1491.884	1767.59	1850.082
Wbscr25	0	0	0	0	0	0	0	0
Wdcp	167.61	193.721	220.036	179.604	176.455	273.666	222.411	314.66
Wdfy1	795.999	775	1030.218	997.104	700.02	1307.033	1043.001	1566
Wdfy2	1417.996	918.372	1816.914	1536.324	1109.981	1336.994	1940.199	1705.539
Wdfy3	1250.522	1429.038	914.131	1940	849.06	1854	1932.044	2395.501
Wdfy4	17	19	18	14	35	22	38	11
Wdhd1	1035.958	593.969	1031.386	402.371	684.628	916	744.721	740.456
Wdpcp	84.001	53	55	67	108	54	124	41
Wdr1	13081.041	13212.045	15950.004	15314.085	10479.011	21647.04	14656.015	26472.018
Wdr11	1521.711	1331.32	1552.081	1487.062	1201.001	1894	1816.027	2366.336
Wdr12	2080.431	1381.029	2742.863	1530.074	1767.289	1892.25	2013.438	2040.782
Wdr13	887.388	719.001	892.094	786.019	1069.76	729.729	1394.019	916.999
Wdr17	0	0	0	2.031	0	1.009	0	1.469
Wdr18	2457.012	2602	2615	2321.001	2648	3079.999	2673	3373.019
Wdr19	138	112	100.03	101.808	153	132.138	211.131	169
Wdr20	760.001	677.001	1052.852	843	776	759.999	1066	884.001
Wdr20rt	0	0	1.149	0	0	0	0	0
Wdr24	627	696	768	691	745.001	789	911	828
Wdr25	108.001	100.001	165	122.999	92.999	141	127.001	149
Wdr26	4813.719	3718.474	5092.58	5569.493	4413.312	5675.996	7916.998	7495.112
Wdr27	20	7	24	18	27.001	7	31	6
Wdr3	2354	1833	2903.915	2151	1761.537	2647.993	2359.001	3131.051
Wdr31	43.254	41.443	78.98	65.479	49.869	38.313	35.688	36.486
Wdr33	1971.803	1972.95	1807.011	2098.754	1774.641	2442.373	2173.678	2617.997
Wdr34	580	479	421	373	876	455	917	410
Wdr35	1107	659	1537	1233	555	941.001	1124	1741
Wdr36	3564.864	2766.897	3926.833	3404.046	3848.922	4566.664	5167.574	6246.215
Wdr37	479.814	383.015	688.609	505.301	356.007	521.799	623.555	698.618
Wdr38	21.043	47.883	114.49	46.926	78.96	92.113	68.41	60.91
Wdr4	691.432	750.847	705.477	677.59	1221.645	730.929	1219.795	840.553
Wdr41	750	604	836	614	834.999	760.001	1157	895
Wdr43	4004.924	2257.303	4566.305	2701.545	2474.941	3480.353	3705.882	3503.23
Wdr44	341	192.844	388.986	368.001	197.001	316	374	464
Wdr45	531	479	592	487	945	471.001	1026.999	595.001
Wdr45b	2511.438	2522.091	3008.704	2388.277	3502.247	3054.333	4382.196	3563.122
Wdr46	2735.996	2181	2343.12	1937	2702.008	2608.404	3401.906	2744.708
Wdr46-ps	0	0	0	0	1	0	0	0
Wdr47	654.999	426	835	803.001	271	689	520	946
Wdr48	1297.355	1312.721	1569.407	1520.696	1215.27	1606.494	1570.596	1915.562
Wdr49	0	0	0	0	0	0	0	0
Wdr5	2358.999	2749.999	2389.999	2392	3394	3431	3666	3570.001
Wdr53	326	298	378	258	252	349.999	283	391
Wdr54	263.223	243.939	389.468	188.386	212.596	213.877	203.125	256.373
Wdr55	1476.921	1299.946	1927.715	1269.469	1330.759	1661.473	1564.958	1697.456
Wdr59	598.173	478.253	571.133	574.188	678	636.4	982.057	827.049
Wdr5b	68	47	89.882	57.836	59	65.698	58	72.895
Wdr6	1616.947	1528.184	1291.717	1617.173	2137.321	1906.455	2896.943	2783.629
Wdr60	334	254	366	432.001	331.001	463	656.001	674.999
Wdr61	3579	2945.695	5096.857	3393.001	3939.424	3835.745	5114.307	4878.189
Wdr62	353	354.982	225	318.007	531.999	490.999	526.039	472.999
Wdr63	1	3	9	7	7	2	10	8
Wdr64	0	0	0	0	0	0	0	0
Wdr66	5	1	4	3	6	4.081	13.004	3
Wdr7	156.924	265.067	311.072	269.399	0	0	207.337	48.068
Wdr70	965.739	834.588	1190.439	964.703	931.185	1203.06	1179.821	1431.364
Wdr72	2	0	0	16	0	4	11	11
Wdr73	673.996	510.732	713.671	480.629	742.314	657	770.72	766.997
Wdr74	1807.798	1473.917	1660.068	1137.825	2196.201	1640.096	2046.527	1665.136
Wdr75	2498.953	1642.994	3542.925	2035.965	1841.997	2540.934	2427.874	2780.941
Wdr76	382.674	348.04	413.624	261.282	288.098	482.759	382.19	351.116
Wdr77	3086.572	2700.214	2907.551	2555.864	2912.937	3397.89	3372.76	3555.764
Wdr78	26.999	36.999	56	52	8	52	16	52
Wdr81	743	1051	708	1322	897	1096	1423.999	1511.001
Wdr82	2788.927	2872	2929.494	2402.738	3256	3531.479	3501.17	3234
Wdr83	651.993	460.797	701.06	466.386	854.831	677.828	827.228	681.339
Wdr83os	1449.007	1368.203	1652.942	1222.614	1708.169	1649.954	1615.709	1663.662
Wdr86	2	9	4	1	15	4	6	1
Wdr89	279.113	174.269	349.881	155.159	205.222	298.844	278.35	306.859
Wdr90	296.87	429.283	223.788	286.359	247.211	461.637	274.843	403.58
Wdr91	1179.1	1082	1062.031	1046.424	1835.136	1183	2236.012	1229.999
Wdr92	607.475	633.991	914.539	644.468	668.272	790.119	818.696	962.599
Wdr93	1	0	3	0	4	0	1	0
Wdr95	0	0	2	1	10	0	10	0
Wdsub1	708	493	643.001	601.002	709	652.001	834	709.999
Wdtc1	1317	1402	942	1187.001	1675	1276	2183	1353
Wdyhv1	267	259	336.999	300.001	361	324	411.999	340
Wee1	705	800	484	692	852	891	1012	967
Wee2	0	0	0	3	0	0	1	0
Wfdc1	2	0	0	0	16	1	12	3
Wfdc10	0	0	0	0	0	0	0	0
Wfdc11	0	0	0	0	0	0	0	0
Wfdc12	14.927	5	39.123	10.943	19	0	22.936	0
Wfdc13	0	0	0	0	3	0	0	0
Wfdc15a	0	0	0	0	0	0	0	0
Wfdc15b	0	0	0	0	0	0	0	0
Wfdc16	0	0	0	0	0	0	0	0
Wfdc17	13	32	51	21	131	32	104	12
Wfdc18	2	0	0	0	7	20	8	2
Wfdc2	676	1340	1389	2961	1152	3296	2157	7679.999
Wfdc21	7	0	9	2	31	5	44	1
Wfdc3	3	0	2	0	21	1	11	2
Wfdc5	54	4	159.97	76	21	13	54	23
Wfdc6a	0	0	0	0	0	0	0	0
Wfdc6b	0	0	0	0	0	0	0	0
Wfdc8	0	0	0	4	0	0	0	0
Wfdc9	0	0	0	0	0	0	1	0
Wfikkn1	52	29	32	29	88	11	90	25
Wfikkn2	5	0	1	5	11	2	4	1
Wfs1	120	161	188	301	68	271	88	373
Whamm	321.947	276.982	346.785	276.947	537.934	372.897	624.949	365.961
Whrn	90.999	116	64.001	111.999	146.001	90	171.999	99
Wif1	22	31	9	16	425	41	293	19
Wipf1	230	326	127	526	296	468	427	1001
Wipf2	740.043	863.86	738.467	1126.381	700.983	1161.215	1082.567	1424.955
Wipf3	25	11	12	31	70	32	31	23
Wipi1	2338	2661.001	2576	3100	2625	3275	3987	4188
Wipi2	2105.872	2148.392	2368.026	2450.491	2428.033	2525.343	3255.179	3165.37
Wisp1	69	63	77	131	159	53	200	69
Wisp2	13	10	5	11	104	9	47	8
Wisp3	2	1	1	3	0	0	0	0
Wiz	2389.563	1831.462	1594.507	2197.5	2052.908	2221.507	3068.218	2575.104
Wls	4661.999	4198	5138.001	5627	8095.001	5367.999	12759	6315.001
Wnk1	9550	7231.001	8361.001	13597.001	3287.001	11359.998	8339.001	15943.999
Wnk2	178	183	51	38	204	78	155	22
Wnk3	10.612	6	34	35	10.094	29	30.659	31
Wnk4	105	47	64	46	134	20	57	48
Wnt1	0	0	0	0	0	0	3	0
Wnt10a	2941	5466	2263	4038	4382	4506	4375	4398
Wnt10b	339	448	278	404	305	411.999	698.999	282
Wnt11	50	50	96	73	81	84	98	76
Wnt16	164.001	56	15	16	59	12	25	1
Wnt2	2	1	0	5	9	0	3	0
Wnt2b	9	14	6	5	10	5	11	5
Wnt3	609	742	126	132	590	239	255	30
Wnt3a	811	1580	901	1470	658	1797	767	2015
Wnt4	6592.396	6151.458	4416.122	3981.873	6412.248	5290.848	7206.273	4094.196
Wnt5a	4980.145	5371.233	6906.571	6350.271	2258.846	7609.594	5719.756	7113.904
Wnt5b	40	51	14	36	75	35	47	32
Wnt6	146	132	67	68	373	56	418	42
Wnt7a	109	132	62	300	233	297	442	720
Wnt7b	899.892	1190.47	554	832.878	721	1007.999	873.425	882
Wnt8a	0	0	0	2	0	0	0	0
Wnt8b	0	0	0	0	0	0	0	0
Wnt9a	303	263	320	660	185	380	362	805
Wnt9b	21	6	6	3	1	7	2	3
Wrap53	520	417.001	437	399	646	629.999	602	672
Wrap73	376	432	437	414	505	603	589	712
Wrb	366.377	278.15	559.018	286.623	215.582	379.966	385.506	364
Wrn	449	310	422	332	163	442	406	473
Wrnip1	1409.555	1483.372	1556.751	1309.955	1905.997	2106.952	2118.913	1984.401
Wsb1	2470	2061	3690.999	3662	2129.001	3797.001	3475	5187
Wsb2	2792.688	3882.64	2775.919	4060.851	3530.224	5032.167	4286.361	6048.362
Wsb2-ps	0	0	0	0	0	1.075	0	0
Wscd1	75	97	5	48	50	103	27	63
Wscd2	8	2	4	2	10	0	14	3
Wt1	2	0	6	3	6	8	4	3
Wt1os	0	0	0	0	0	0	0	0
Wtap	2115.504	1784.899	2810.137	2035.068	2164.121	2579.486	2830.67	2953.351
Wtip	968	1292.001	910	1140	1926	1339	2075	1204
Wwc1	1912	2490	1732	2940	2083	3429	2926.999	4251
Wwc2	1251	1749	949	1900	1798	2088	2476	2224
Wwox	286	254.999	258.001	215	689.999	260.001	891	320
Wwp1	1461	938	2040.652	1553.682	938	1609	1812	2226
Wwp2	1857.999	1842.999	1884	1774.001	2054	2355	2548	3093
Wwtr1	1896	1964	1840	2495	1983	3081	2927	3645
Xab2	1802.829	1664.098	1743.998	1478.624	2194.029	1993.188	2485.944	2119.658
Xaf1	93.722	200.866	145.246	115.88	139.226	102.829	121.77	80.662
Xbp1	2238.708	3411.76	2998.883	3076.49	2964.001	3049.833	2534.416	3125.831
Xcl1	1	0	0	0	0	0	0	0
Xcr1	3.006	0	5.014	2.008	2.009	1.002	2.003	1.005
Xdh	4900.225	4899.231	5520.597	4328.652	4049.839	4947.889	6210.162	4027.095
Xiap	1847.001	1194	2400	2267.948	941	1948	1960.999	2947
Xirp1	12	11	22	0	14	11	5.32	14
Xirp2	0	0	0	0	0	0	0	0
Xist	6482.954	5330.106	14939.901	8023.127	2519.446	5364.078	4331.213	8541.414
